is_draft,author_account_age_days,additions,deletions,changed_files,commits_count,body_len,created_day_of_week,created_hour,requested_reviewers_count,is_risky,total_changes,change_ratio,avg_changes_per_file,commits_per_file,title_length,is_weekend,is_business_hours,has_body,has_labels,has_milestone,has_file_extensions,author_association_encoded
0,4721,55,7,9,1,504,4,16,0,0,62,6.875,6.2,0.1,26,0,1,1,0,1,1,2
0,4720,90,47,3,1,593,3,19,0,0,137,1.875,34.25,0.25,26,0,0,1,1,1,1,2
0,4715,21,5,8,3,273,5,1,0,0,26,3.5,2.888888888888889,0.3333333333333333,58,1,0,1,0,0,1,2
0,4714,231,33,7,1,207,4,20,0,0,264,6.794117647058823,33.0,0.125,30,0,0,1,0,1,1,2
0,4713,76,74,12,3,102,3,20,0,0,150,1.0133333333333334,11.538461538461538,0.23076923076923078,27,0,0,1,0,1,1,2
0,4713,25,42,12,1,57,3,19,0,0,67,0.5813953488372093,5.153846153846154,0.07692307692307693,27,0,0,1,0,1,1,2
0,4707,22,19,10,1,16,3,21,0,0,41,1.1,3.727272727272727,0.09090909090909091,23,0,0,1,0,1,1,2
0,4258,1,1,1,1,16,1,20,0,0,2,0.5,1.0,0.5,70,0,0,1,0,0,1,3
0,4700,2,2,2,1,179,4,20,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,35,0,0,1,0,0,1,2
0,3383,1,1,1,1,233,6,13,0,1,2,0.5,1.0,0.5,25,1,1,1,0,0,1,1
0,2303,2,1,1,2,339,5,11,0,1,3,1.0,1.5,1.0,44,1,1,1,0,0,1,1
0,1514,1,1,1,1,188,0,23,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1933,6,6,2,1,8614,3,15,0,0,12,0.8571428571428571,4.0,0.3333333333333333,44,0,1,1,1,0,1,1
0,1148,81,53,4,1,179,2,11,0,0,134,1.5,26.8,0.2,39,0,1,1,0,1,1,1
0,2061,1,1,1,1,869,1,10,0,0,2,0.5,1.0,0.5,19,0,1,1,0,0,1,1
0,1480,1,1,1,1,188,1,0,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1902,5,5,2,1,17251,0,15,0,0,10,0.8333333333333334,3.3333333333333335,0.3333333333333333,44,0,1,1,1,0,1,1
0,1902,10,10,3,1,16617,0,15,0,0,20,0.9090909090909091,5.0,0.25,66,0,1,1,1,0,1,1
0,2600,34,0,5,1,906,0,2,0,1,34,34.0,5.666666666666667,0.16666666666666666,37,0,0,1,0,1,1,3
0,4509,14,2,4,1,1116,2,13,0,0,16,4.666666666666667,3.2,0.2,68,0,1,1,0,1,1,2
0,1451,1,1,1,1,188,0,22,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1872,3,3,2,1,12044,5,15,0,0,6,0.75,2.0,0.3333333333333333,69,1,1,1,1,0,1,1
0,1872,6,6,3,1,11645,5,15,0,0,12,0.8571428571428571,3.0,0.25,66,1,1,1,1,0,1,1
0,1474,4,4,1,1,197,1,23,0,1,8,0.8,4.0,0.5,41,0,0,1,0,0,1,1
0,853,1,1,1,1,895,6,20,0,1,2,0.5,1.0,0.5,45,1,0,1,0,0,1,1
0,4540,2,1,2,1,0,5,15,0,0,3,1.0,1.0,0.3333333333333333,21,1,1,0,0,0,1,2
0,1423,1,1,1,1,188,0,22,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1846,16,16,5,2,25534,0,17,0,0,32,0.9411764705882353,5.333333333333333,0.3333333333333333,68,0,1,1,1,0,1,1
0,724,1,1,1,1,137,3,8,0,0,2,0.5,1.0,0.5,63,0,0,1,0,0,1,1
0,1841,5,5,2,1,11509,2,15,0,1,10,0.8333333333333334,3.3333333333333335,0.3333333333333333,44,0,1,1,1,0,1,1
0,1834,7,7,2,1,23755,1,23,0,0,14,0.875,4.666666666666667,0.3333333333333333,63,0,0,1,1,0,1,1
0,1834,6,6,3,1,11939,1,23,0,0,12,0.8571428571428571,3.0,0.25,66,0,0,1,1,0,1,1
0,5520,6,0,1,1,166,0,16,0,1,6,6.0,3.0,0.5,44,0,1,1,0,0,1,1
0,4506,1,1,1,1,0,6,19,0,0,2,0.5,1.0,0.5,21,1,0,0,0,1,1,2
0,4506,13,1,2,1,381,6,18,0,0,14,6.5,4.666666666666667,0.3333333333333333,33,1,0,1,0,1,1,2
0,1817,6,6,3,1,13478,6,18,0,0,12,0.8571428571428571,3.0,0.25,44,1,0,1,1,0,1,1
0,4506,377,317,35,20,78,6,0,0,0,694,1.1855345911949686,19.27777777777778,0.5555555555555556,20,1,0,1,0,0,1,2
0,4783,5,3,1,1,146,1,0,0,1,8,1.25,4.0,0.5,61,0,0,1,0,0,1,1
0,1332,1,1,1,1,190,0,20,0,1,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,4442,2,2,2,1,0,5,21,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,1,0,0,0,1,1,2
0,1751,12,12,4,1,30481,3,15,0,0,24,0.9230769230769231,4.8,0.2,66,0,1,1,1,0,1,1
0,1751,3,3,2,1,5367,3,15,0,0,6,0.75,2.0,0.3333333333333333,44,0,1,1,1,0,1,1
0,3047,10,1,3,1,1436,4,2,0,1,11,5.0,2.75,0.25,36,0,0,1,0,1,1,1
0,3945,4,1,2,1,967,1,16,0,1,5,2.0,1.6666666666666667,0.3333333333333333,25,0,1,1,0,1,1,1
0,4426,2,2,2,1,0,3,19,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,0,0,0,0,1,1,2
0,4423,390,284,28,3,333,0,16,0,1,674,1.368421052631579,23.24137931034483,0.10344827586206896,28,0,1,1,0,1,1,2
0,4423,16,1,2,1,94,0,15,0,0,17,8.0,5.666666666666667,0.3333333333333333,27,0,1,1,0,1,1,2
0,1297,2,2,2,2,188,0,20,0,1,4,0.6666666666666666,1.3333333333333333,0.6666666666666666,37,0,0,1,0,0,1,1
0,1720,5,5,3,1,19606,0,15,0,0,10,0.8333333333333334,2.5,0.25,66,0,1,1,1,0,1,1
0,4416,2,2,1,1,234,1,18,0,1,4,0.6666666666666666,2.0,0.5,52,0,0,1,1,0,1,1
0,1269,1,1,1,1,188,0,20,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1689,3,3,2,1,11909,4,15,0,1,6,0.75,2.0,0.3333333333333333,44,0,1,1,1,0,1,1
0,1689,6,6,3,1,16044,4,15,0,1,12,0.8571428571428571,3.0,0.25,66,0,1,1,1,0,1,1
0,755,4,1,2,1,519,4,22,0,1,5,2.0,1.6666666666666667,0.3333333333333333,42,0,0,1,1,1,1,1
0,2936,3,1,2,1,757,0,11,0,0,4,1.5,1.3333333333333333,0.3333333333333333,33,0,1,1,1,1,1,1
0,4356,99,128,26,1,0,3,18,0,0,227,0.7674418604651163,8.407407407407407,0.037037037037037035,29,0,0,0,0,0,1,2
0,1667,6,6,2,1,24395,3,17,0,0,12,0.8571428571428571,4.0,0.3333333333333333,44,0,1,1,1,0,1,1
0,4356,230,145,19,5,637,3,16,0,0,375,1.5753424657534247,18.75,0.25,46,0,1,1,0,0,1,2
0,1438,1,1,1,2,564,5,8,0,0,2,0.5,1.0,1.0,24,1,0,1,0,0,1,1
0,5136,1,1,1,1,0,4,15,0,0,2,0.5,1.0,0.5,50,0,1,0,0,0,1,1
0,1514,5,1,1,2,550,4,21,0,0,6,2.5,3.0,1.0,16,0,0,1,1,0,1,1
0,4193,1,1,1,1,83,3,14,0,0,2,0.5,1.0,0.5,42,0,1,1,1,0,1,1
0,4262,54,12,5,1,532,6,16,0,1,66,4.153846153846154,11.0,0.16666666666666666,50,1,1,1,0,1,1,2
0,4255,9,0,3,1,624,6,15,0,1,9,9.0,2.25,0.25,36,1,1,1,0,1,1,2
0,1871,1,1,1,1,0,4,8,0,0,2,0.5,1.0,0.5,48,0,0,0,0,0,1,1
0,4247,7,6,4,2,0,5,15,0,1,13,1.0,2.6,0.4,21,1,1,0,0,1,1,2
0,1598,2,2,1,1,6357,4,16,0,1,4,0.6666666666666666,2.0,0.5,53,0,1,1,1,0,1,1
0,1598,1,1,1,1,9082,4,16,0,1,2,0.5,1.0,0.5,61,0,1,1,1,0,1,1
0,1598,2,2,2,1,8303,4,16,0,1,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,41,0,1,1,1,0,1,1
0,4284,23,2,3,1,13,1,13,0,0,25,7.666666666666667,6.25,0.25,33,0,1,1,0,1,1,2
0,4226,0,1,1,1,76,6,9,0,0,1,0.0,0.5,0.5,32,1,1,1,0,0,1,2
0,4276,2,2,2,1,0,0,17,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,0,1,0,0,1,1,2
0,4276,50,36,8,1,169,0,16,0,0,86,1.3513513513513513,9.555555555555555,0.1111111111111111,19,0,1,1,0,1,1,2
0,4272,3,225,7,1,454,2,22,0,0,228,0.01327433628318584,28.5,0.125,22,0,0,1,0,1,1,2
0,37,29,26,1,2,14,5,11,0,1,55,1.0740740740740742,27.5,1.0,31,1,1,1,1,0,1,1
0,2995,1,1,1,1,185,1,9,0,1,2,0.5,1.0,0.5,35,0,1,1,0,1,1,1
0,1567,2,2,1,1,6460,1,16,0,0,4,0.6666666666666666,2.0,0.5,52,0,1,1,1,0,1,1
0,1567,2,2,2,1,5708,1,16,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,45,0,1,1,1,0,1,1
0,1144,3,3,1,1,370,1,8,0,0,6,0.75,3.0,0.5,37,0,0,1,0,0,1,1
0,1116,1,1,1,1,174,1,6,0,0,2,0.5,1.0,0.5,37,0,0,1,0,0,1,1
0,1536,2,2,2,1,8648,5,16,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,41,1,1,1,1,0,1,1
0,1536,1,1,1,1,6791,5,16,0,0,2,0.5,1.0,0.5,61,1,1,1,1,0,1,1
0,1536,1,1,1,1,6444,5,16,0,0,2,0.5,1.0,0.5,45,1,1,1,1,0,1,1
0,1536,2,2,1,1,6255,5,16,0,0,4,0.6666666666666666,2.0,0.5,52,1,1,1,1,0,1,1
0,4774,1,0,1,1,620,5,14,0,0,1,1.0,0.5,0.5,44,1,1,1,0,0,1,1
0,213,1,1,1,1,0,4,0,0,0,2,0.5,1.0,0.5,29,0,0,0,1,0,1,1
0,4221,51,54,13,3,141,1,21,0,0,105,0.9272727272727272,7.5,0.21428571428571427,30,0,0,1,0,1,1,2
0,1205,1,2,1,1,246,2,15,0,0,3,0.3333333333333333,1.5,0.5,53,0,1,1,1,0,1,1
0,4203,39,81,3,1,367,4,16,0,0,120,0.47560975609756095,30.0,0.25,37,0,1,1,0,1,1,2
0,4201,12,8,6,2,152,2,20,0,0,20,1.3333333333333333,2.857142857142857,0.2857142857142857,25,0,0,1,0,1,1,2
0,1088,3,3,2,2,169,1,4,0,0,6,0.75,2.0,0.6666666666666666,37,0,0,1,0,0,1,1
0,1506,2,2,2,1,6276,3,16,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,45,0,1,1,1,0,1,1
0,1506,2,2,1,1,6222,3,16,0,0,4,0.6666666666666666,2.0,0.5,52,0,1,1,1,0,1,1
0,1506,1,1,1,1,8311,3,16,0,0,2,0.5,1.0,0.5,61,0,1,1,1,0,1,1
0,3140,2,2,1,1,753,2,9,0,1,4,0.6666666666666666,2.0,0.5,45,0,1,1,1,0,1,1
0,4122,2,2,1,1,15,3,12,0,0,4,0.6666666666666666,2.0,0.5,50,0,1,1,0,0,1,1
0,4123,1820,1537,13,8,842,0,19,0,1,3357,1.1833550065019507,239.78571428571428,0.5714285714285714,52,0,0,1,0,1,1,2
0,4122,5,3,1,1,108,6,15,0,0,8,1.25,4.0,0.5,50,1,1,1,0,0,1,2
0,4165,59,119,5,2,181,1,17,0,0,178,0.49166666666666664,29.666666666666668,0.3333333333333333,12,0,1,1,0,0,1,2
0,4165,2,2,2,1,0,1,14,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,0,1,0,0,1,1,2
0,4165,30,4,3,1,103,1,14,0,0,34,6.0,8.5,0.25,66,0,1,1,0,1,1,2
0,4165,16,3,2,1,12,1,14,0,0,19,4.0,6.333333333333333,0.3333333333333333,28,0,1,1,0,1,1,2
0,1475,2,2,1,1,5283,0,16,0,0,4,0.6666666666666666,2.0,0.5,52,0,1,1,1,0,1,1
0,1475,2,2,2,1,5972,0,16,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,45,0,1,1,1,0,1,1
0,1475,2,2,2,1,8151,0,16,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,41,0,1,1,1,0,1,1
0,4164,5,5,4,2,0,0,15,0,0,10,0.8333333333333334,2.0,0.4,21,0,1,0,0,1,1,2
0,4164,10,20,3,1,302,0,15,0,0,30,0.47619047619047616,7.5,0.25,26,0,1,1,0,1,1,2
0,4158,2,2,2,1,0,1,20,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,0,0,0,0,1,1,2
0,3875,3,1,2,1,824,1,19,0,0,4,1.5,1.3333333333333333,0.3333333333333333,31,0,0,1,0,1,1,1
0,4158,2,2,2,1,0,1,18,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,21,0,0,0,0,1,1,2
0,4158,16,14,5,1,72,1,18,0,0,30,1.0666666666666667,5.0,0.16666666666666666,27,0,0,1,0,1,1,2
0,4158,3,3,3,2,0,1,17,0,0,6,0.75,1.5,0.5,21,0,1,0,0,1,1,2
0,2641,1,1,1,1,156,0,18,0,0,2,0.5,1.0,0.5,50,0,0,1,0,0,1,1
0,4153,11,503,13,1,151,3,18,0,0,514,0.021825396825396824,36.714285714285715,0.07142857142857142,12,0,0,1,1,1,1,2
0,4153,19,40,14,1,75,3,18,0,0,59,0.4634146341463415,3.933333333333333,0.06666666666666667,27,0,0,1,0,1,1,2
0,4153,277,262,19,1,260,3,16,0,0,539,1.053231939163498,26.95,0.05,39,0,1,1,1,1,1,2
0,2823,4,4,4,1,68,2,19,0,0,8,0.8,1.6,0.2,57,0,0,1,1,0,1,2
0,1421,16,5,5,1,1619,2,7,0,0,21,2.6666666666666665,3.5,0.16666666666666666,80,0,0,1,0,0,1,1
0,951,6,0,1,1,1061,1,17,0,1,6,6.0,3.0,0.5,101,0,1,1,0,0,1,1
0,5321,3,3,1,1,1322,6,23,0,1,6,0.75,3.0,0.5,71,1,0,1,0,0,1,2
0,5320,11,11,1,1,1390,5,20,0,1,22,0.9166666666666666,11.0,0.5,78,1,0,1,0,0,1,2
0,2818,35,18,2,1,1572,4,21,0,1,53,1.8421052631578947,17.666666666666668,0.3333333333333333,97,0,0,1,0,0,1,2
0,2366,5,0,1,1,60,4,20,0,0,5,5.0,2.5,0.5,81,0,0,1,0,0,1,2
0,2791,1,1,1,1,1830,3,21,0,1,2,0.5,1.0,0.5,76,0,0,1,1,0,1,2
0,2817,1,1,1,1,0,3,21,0,0,2,0.5,1.0,0.5,42,0,0,0,1,0,1,2
0,5586,4,3,2,1,0,3,14,0,0,7,1.0,2.3333333333333335,0.3333333333333333,87,0,1,0,1,0,1,2
0,666,2,2,2,1,1296,3,9,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,62,0,1,1,1,0,1,1
0,4324,21,1,2,1,839,3,8,0,0,22,10.5,7.333333333333333,0.3333333333333333,72,0,0,1,0,0,1,1
0,2816,3,0,1,1,151,2,21,0,0,3,3.0,1.5,0.5,67,0,0,1,0,0,1,2
0,5965,14,53,5,2,703,2,20,0,1,67,0.25925925925925924,11.166666666666666,0.3333333333333333,75,0,0,1,1,0,1,1
0,1414,16,5,2,1,940,2,3,0,0,21,2.6666666666666665,7.0,0.3333333333333333,116,0,0,1,0,0,1,1
0,2815,2,2,1,1,469,1,19,0,1,4,0.6666666666666666,2.0,0.5,53,0,0,1,1,0,1,2
0,2814,12,313,7,1,1282,0,19,0,0,325,0.03821656050955414,40.625,0.125,105,0,0,1,0,0,1,2
0,4591,11,10,1,2,318,0,10,0,1,21,1.0,10.5,1.0,33,0,1,1,1,0,1,1
0,492,26,14,2,1,1442,0,5,0,1,40,1.7333333333333334,13.333333333333334,0.3333333333333333,68,0,0,1,0,0,1,1
0,850,7,3,1,1,1182,6,11,0,1,10,1.75,5.0,0.5,74,1,1,1,0,0,1,1
0,5581,20,15,3,1,133,5,1,0,0,35,1.25,8.75,0.25,68,1,0,1,1,0,1,2
0,2808,22,3,4,1,822,2,15,0,0,25,5.5,5.0,0.2,71,0,1,1,0,0,1,2
0,5578,6,2,1,1,21,1,20,0,0,8,2.0,4.0,0.5,73,0,0,1,0,0,1,2
0,4965,13,9,4,1,685,5,11,0,1,22,1.3,4.4,0.2,72,1,1,1,1,0,1,1
0,4310,115,7,4,1,594,3,9,0,1,122,14.375,24.4,0.2,89,0,1,1,0,0,1,1
0,1331,92,95,9,2,993,3,8,0,1,187,0.9583333333333334,18.7,0.2,78,0,0,1,0,0,1,1
0,1331,15,3,3,1,994,3,3,0,1,18,3.75,4.5,0.25,75,0,0,1,0,0,1,1
0,5951,46,2,4,1,917,2,19,0,0,48,15.333333333333334,9.6,0.2,70,0,0,1,0,0,1,1
0,5571,34,31,5,1,127,1,22,0,1,65,1.0625,10.833333333333334,0.16666666666666666,29,0,0,1,1,0,1,2
0,4779,4,6,1,1,4237,1,20,0,1,10,0.5714285714285714,5.0,0.5,49,0,0,1,0,0,1,2
0,5446,1,1,1,1,650,1,16,0,0,2,0.5,1.0,0.5,52,0,1,1,1,0,1,1
0,5854,5,5,2,1,849,1,1,0,1,10,0.8333333333333334,3.3333333333333335,0.3333333333333333,26,0,0,1,1,0,1,2
0,612,0,2,1,1,1088,0,22,0,0,2,0.0,1.0,0.5,80,0,0,1,0,0,1,1
0,2800,0,2,2,1,869,0,22,0,0,2,0.0,0.6666666666666666,0.3333333333333333,75,0,0,1,0,0,1,2
0,4777,63,52,2,1,53,0,19,0,1,115,1.1886792452830188,38.333333333333336,0.3333333333333333,66,0,0,1,0,0,1,2
0,1747,16,0,3,1,1195,0,15,0,1,16,16.0,4.0,0.25,76,0,1,1,0,0,1,1
0,5827,123,5,4,2,937,6,22,0,1,128,20.5,25.6,0.4,63,1,0,1,0,0,1,1
0,1328,1,1,1,1,802,6,15,0,0,2,0.5,1.0,0.5,56,1,1,1,1,0,1,1
0,1328,9,1,2,1,752,6,13,0,0,10,4.5,3.3333333333333335,0.3333333333333333,77,1,1,1,0,0,1,1
0,1550,25,25,12,1,671,5,6,0,1,50,0.9615384615384616,3.8461538461538463,0.07692307692307693,38,1,0,1,1,0,1,1
0,2796,3,0,1,1,71,4,14,0,0,3,3.0,1.5,0.5,73,0,1,1,0,0,1,2
0,3501,39,6,5,2,885,3,23,0,1,45,5.571428571428571,7.5,0.3333333333333333,63,0,0,1,0,0,1,1
0,608,8,1,2,1,875,3,21,0,0,9,4.0,3.0,0.3333333333333333,64,0,0,1,0,0,1,1
0,1379,4,3,4,1,931,3,13,0,1,7,1.0,1.4,0.2,68,0,1,1,0,0,1,1
0,650,40,3,4,1,881,3,11,0,1,43,10.0,8.6,0.2,73,0,1,1,0,0,1,1
0,607,43,0,4,1,1105,3,11,0,1,43,43.0,8.6,0.2,68,0,1,1,0,0,1,1
0,4308,127,9,3,1,1733,3,4,0,1,136,12.7,34.0,0.25,71,0,0,1,0,0,1,1
0,2794,12,10,6,1,1339,2,14,0,1,22,1.0909090909090908,3.142857142857143,0.14285714285714285,73,0,1,1,1,0,1,2
0,2590,29,1,2,3,1133,1,17,0,1,30,14.5,10.0,1.0,66,0,1,1,0,0,1,1
0,2341,50,4,3,1,814,0,21,0,1,54,10.0,13.5,0.25,92,0,0,1,0,0,1,2
0,2792,69,73,8,3,783,0,16,0,1,142,0.9324324324324325,15.777777777777779,0.3333333333333333,89,0,1,1,0,0,1,2
0,1320,77,0,5,1,1052,5,13,0,1,77,77.0,12.833333333333334,0.16666666666666666,58,1,1,1,0,0,1,1
0,1591,51,1,2,1,887,4,23,0,1,52,25.5,17.333333333333332,0.3333333333333333,95,0,0,1,0,0,1,1
0,4334,2,2,2,1,934,3,17,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,55,0,1,1,1,0,1,2
0,2788,9,16,1,1,2448,3,16,0,0,25,0.5294117647058824,12.5,0.5,79,0,1,1,1,0,1,2
0,2788,20,5,1,1,1078,3,13,0,0,25,3.3333333333333335,12.5,0.5,97,0,1,1,1,0,1,2
0,6111,10,2,1,1,671,3,9,0,0,12,3.3333333333333335,6.0,0.5,63,0,1,1,1,0,1,2
0,1541,0,0,1,1,781,3,4,0,0,0,0.0,0.0,0.5,67,0,0,1,0,0,1,1
0,4928,3,0,1,1,269,3,4,0,0,3,3.0,1.5,0.5,83,0,0,1,1,0,1,1
0,464,33,0,3,1,1228,0,16,0,1,33,33.0,8.25,0.25,48,0,1,1,0,0,1,1
0,4959,65,3,3,1,856,0,14,0,1,68,16.25,17.0,0.25,75,0,1,1,0,0,1,1
0,1537,28,19,3,1,978,5,12,0,1,47,1.4,11.75,0.25,73,1,1,1,0,0,1,1
0,2783,17,4,3,1,718,4,20,0,1,21,3.4,5.25,0.25,101,0,0,1,0,0,1,2
0,1419,19,6,2,2,89,4,17,0,0,25,2.7142857142857144,8.333333333333334,0.6666666666666666,71,0,1,1,0,0,1,1
0,4619,47,1,2,1,1637,4,16,0,1,48,23.5,16.0,0.3333333333333333,94,0,1,1,0,0,1,1
0,1419,1,2,1,1,71,4,15,0,1,3,0.3333333333333333,1.5,0.5,75,0,1,1,0,0,1,1
0,2331,2,2,1,1,315,4,10,0,0,4,0.6666666666666666,2.0,0.5,66,0,1,1,0,0,1,2
0,1789,18,15,1,1,943,3,8,0,1,33,1.125,16.5,0.5,66,0,0,1,0,0,1,1
0,5551,19,12,5,1,97,3,0,0,1,31,1.4615384615384615,5.166666666666667,0.16666666666666666,64,0,0,1,1,0,1,2
0,5282,12,3,1,1,947,2,23,0,1,15,3.0,7.5,0.5,59,0,0,1,0,0,1,2
0,4326,0,4,1,1,697,2,16,0,0,4,0.0,2.0,0.5,76,0,1,1,0,0,1,2
0,5282,26,30,1,2,949,2,11,0,1,56,0.8387096774193549,28.0,1.0,31,0,1,1,1,0,1,2
0,4757,61,14,10,2,12,1,16,0,1,75,4.066666666666666,6.818181818181818,0.18181818181818182,85,0,1,1,0,0,1,2
0,4757,1,1,1,1,51,1,16,0,0,2,0.5,1.0,0.5,78,0,1,1,0,0,1,2
0,2779,34,11,3,1,112,1,15,0,1,45,2.8333333333333335,11.25,0.25,86,0,1,1,0,0,1,2
0,4844,2,2,2,1,645,1,10,0,0,4,0.6666666666666666,1.3333333333333333,0.3333333333333333,70,0,1,1,0,0,1,1
0,5928,3024,1982,112,1,46,0,18,1,1,5006,1.524962178517398,44.30088495575221,0.008849557522123894,44,0,0,1,0,0,1,1
0,2778,1,1,1,1,101,0,13,0,0,2,0.5,1.0,0.5,58,0,1,1,0,0,1,2
0,2777,1,1,1,1,204,6,0,0,0,2,0.5,1.0,0.5,73,1,0,1,0,0,1,2
0,2777,138,32,8,1,1747,6,0,0,1,170,4.181818181818182,18.88888888888889,0.1111111111111111,79,1,0,1,0,0,1,2
0,1439,2,2,1,1,61,4,11,0,0,4,0.6666666666666666,2.0,0.5,67,0,1,1,1,0,1,1
0,5274,1,1,1,1,1005,3,14,0,0,2,0.5,1.0,0.5,34,0,1,1,1,0,1,1
0,5923,8,2,2,1,615,2,20,0,0,10,2.6666666666666665,3.3333333333333335,0.3333333333333333,65,0,0,1,0,0,1,1
